probability,volatility,vol.
0.059313253,1.010643,volatility (positive vehicular jerk : longitudinal direction)
0.098844238,1.092831,volatility (positive vehicular jerk : longitudinal direction)
0.047284313,0.97511017,volatility (positive vehicular jerk : longitudinal direction)
0.51507455,1.429877,volatility (positive vehicular jerk : longitudinal direction)
0.035307467,0.929896,volatility (positive vehicular jerk : longitudinal direction)
0.021131741,0.85152888,volatility (positive vehicular jerk : longitudinal direction)
0.016915618,0.81785518,volatility (positive vehicular jerk : longitudinal direction)
0.029256744,0.90106171,volatility (positive vehicular jerk : longitudinal direction)
0.070009388,1.036953,volatility (positive vehicular jerk : longitudinal direction)
0.036388125,0.93453783,volatility (positive vehicular jerk : longitudinal direction)
0.028137347,0.89509928,volatility (positive vehicular jerk : longitudinal direction)
0.01626892,0.81197089,volatility (positive vehicular jerk : longitudinal direction)
0.047492266,0.97579402,volatility (positive vehicular jerk : longitudinal direction)
0.068841793,1.03427,volatility (positive vehicular jerk : longitudinal direction)
0.02771773,0.89280468,volatility (positive vehicular jerk : longitudinal direction)
0.024970127,0.87688887,volatility (positive vehicular jerk : longitudinal direction)
0.10862035,1.108451,volatility (positive vehicular jerk : longitudinal direction)
0.071931139,1.04128,volatility (positive vehicular jerk : longitudinal direction)
0.17401466,1.189723,volatility (positive vehicular jerk : longitudinal direction)
0.033377487,0.92125458,volatility (positive vehicular jerk : longitudinal direction)
0.12982213,1.138494,volatility (positive vehicular jerk : longitudinal direction)
0.017952537,0.82684368,volatility (positive vehicular jerk : longitudinal direction)
0.1805407,1.196366,volatility (positive vehicular jerk : longitudinal direction)
0.037013061,0.93716198,volatility (positive vehicular jerk : longitudinal direction)
0.029241024,0.90097952,volatility (positive vehicular jerk : longitudinal direction)
0.18023105,1.1960551,volatility (positive vehicular jerk : longitudinal direction)
0.30859518,1.30117,volatility (positive vehicular jerk : longitudinal direction)
1,4.9545798,volatility (positive vehicular jerk : longitudinal direction)
0.99248862,2.1459179,volatility (positive vehicular jerk : longitudinal direction)
0.99733269,2.300338,volatility (positive vehicular jerk : longitudinal direction)
1,4.100585,volatility (positive vehicular jerk : longitudinal direction)
0.8452825,1.673,volatility (positive vehicular jerk : longitudinal direction)
0.99812257,2.352586,volatility (positive vehicular jerk : longitudinal direction)
1,4.0970812,volatility (positive vehicular jerk : longitudinal direction)
0.9994626,2.5384901,volatility (positive vehicular jerk : longitudinal direction)
0.61868495,1.492768,volatility (positive vehicular jerk : longitudinal direction)
0.53743738,1.443195,volatility (positive vehicular jerk : longitudinal direction)
0.89384729,1.7372169,volatility (positive vehicular jerk : longitudinal direction)
0.87359512,1.707894,volatility (positive vehicular jerk : longitudinal direction)
1,4.0949411,volatility (positive vehicular jerk : longitudinal direction)
0.99996215,2.9323621,volatility (positive vehicular jerk : longitudinal direction)
0.018484598,0.83125979,volatility (positive vehicular jerk : longitudinal direction)
0.062202815,1.0181611,volatility (positive vehicular jerk : longitudinal direction)
0.049892634,0.98348808,volatility (positive vehicular jerk : longitudinal direction)
0.032827366,0.91870302,volatility (positive vehicular jerk : longitudinal direction)
0.012303101,0.76989621,volatility (positive vehicular jerk : longitudinal direction)
0.062097173,1.017892,volatility (positive vehicular jerk : longitudinal direction)
0.093007959,1.0828381,volatility (positive vehicular jerk : longitudinal direction)
0.11848196,1.123003,volatility (positive vehicular jerk : longitudinal direction)
0.19799101,1.213258,volatility (positive vehicular jerk : longitudinal direction)
0.89811409,1.744014,volatility (positive vehicular jerk : longitudinal direction)
0.44644526,1.3890001,volatility (positive vehicular jerk : longitudinal direction)
0.010805614,0.75040478,volatility (positive vehicular jerk : longitudinal direction)
0.25174305,1.259212,volatility (positive vehicular jerk : longitudinal direction)
0.067293234,1.030646,volatility (positive vehicular jerk : longitudinal direction)
0.056026682,1.001663,volatility (positive vehicular jerk : longitudinal direction)
0.042634137,0.95901942,volatility (positive vehicular jerk : longitudinal direction)
0.034260057,0.92526448,volatility (positive vehicular jerk : longitudinal direction)
0.017757718,0.82519448,volatility (positive vehicular jerk : longitudinal direction)
0.059026387,1.009878,volatility (positive vehicular jerk : longitudinal direction)
0.039946269,0.94893622,volatility (positive vehicular jerk : longitudinal direction)
0.022952478,0.86407453,volatility (positive vehicular jerk : longitudinal direction)
0.064457893,1.023805,volatility (positive vehicular jerk : longitudinal direction)
0.068072833,1.03248,volatility (positive vehicular jerk : longitudinal direction)
0.17070903,1.186283,volatility (positive vehicular jerk : longitudinal direction)
0.04526376,0.96831262,volatility (positive vehicular jerk : longitudinal direction)
0.070217133,1.037426,volatility (positive vehicular jerk : longitudinal direction)
0.04141717,0.95453179,volatility (positive vehicular jerk : longitudinal direction)
0.012968412,0.77781433,volatility (positive vehicular jerk : longitudinal direction)
0.047706049,0.97649407,volatility (positive vehicular jerk : longitudinal direction)
0.013558122,0.78450447,volatility (positive vehicular jerk : longitudinal direction)
0.26087955,1.266328,volatility (positive vehicular jerk : longitudinal direction)
0.097282626,1.09021,volatility (positive vehicular jerk : longitudinal direction)
0.52598536,1.436367,volatility (positive vehicular jerk : longitudinal direction)
0.027199533,0.88992399,volatility (positive vehicular jerk : longitudinal direction)
0.04212765,0.95716679,volatility (positive vehicular jerk : longitudinal direction)
0.098974496,1.093048,volatility (positive vehicular jerk : longitudinal direction)
0.042686876,0.95921111,volatility (positive vehicular jerk : longitudinal direction)
0.032113314,0.9153288,volatility (positive vehicular jerk : longitudinal direction)
0.043612003,0.96253753,volatility (positive vehicular jerk : longitudinal direction)
0.048060495,0.9776482,volatility (positive vehicular jerk : longitudinal direction)
0.032883875,0.91896701,volatility (positive vehicular jerk : longitudinal direction)
0.016742162,0.8162989,volatility (positive vehicular jerk : longitudinal direction)
0.025537951,0.88031328,volatility (positive vehicular jerk : longitudinal direction)
0.062263317,1.018315,volatility (positive vehicular jerk : longitudinal direction)
0.024866922,0.87625831,volatility (positive vehicular jerk : longitudinal direction)
0.091760755,1.0806299,volatility (positive vehicular jerk : longitudinal direction)
0.056530807,1.003072,volatility (positive vehicular jerk : longitudinal direction)
0.053877264,0.99551809,volatility (positive vehicular jerk : longitudinal direction)
0.012550929,0.77289402,volatility (positive vehicular jerk : longitudinal direction)
0.062990569,1.020154,volatility (positive vehicular jerk : longitudinal direction)
0.017095441,0.81945211,volatility (positive vehicular jerk : longitudinal direction)
0.009041627,0.7236827,volatility (positive vehicular jerk : longitudinal direction)
0.10044025,1.095472,volatility (positive vehicular jerk : longitudinal direction)
0.050531421,0.98547649,volatility (positive vehicular jerk : longitudinal direction)
0.06627433,1.028219,volatility (positive vehicular jerk : longitudinal direction)
0.16073588,1.175572,volatility (positive vehicular jerk : longitudinal direction)
0.04612748,0.97125298,volatility (positive vehicular jerk : longitudinal direction)
0.036928959,0.93681133,volatility (positive vehicular jerk : longitudinal direction)
0.15088567,1.164452,volatility (positive vehicular jerk : longitudinal direction)
0.046835873,0.97362572,volatility (positive vehicular jerk : longitudinal direction)
0.029059147,0.90002549,volatility (positive vehicular jerk : longitudinal direction)
0.057722669,1.006357,volatility (positive vehicular jerk : longitudinal direction)
0.019138973,0.83652318,volatility (positive vehicular jerk : longitudinal direction)
0.10470723,1.102354,volatility (positive vehicular jerk : longitudinal direction)
0.049394224,0.98191983,volatility (positive vehicular jerk : longitudinal direction)
0.048017252,0.97750783,volatility (positive vehicular jerk : longitudinal direction)
0.8972348,1.7425931,volatility (positive vehicular jerk : longitudinal direction)
0.051595937,0.98873782,volatility (positive vehicular jerk : longitudinal direction)
0.19931102,1.214489,volatility (positive vehicular jerk : longitudinal direction)
0.049117878,0.98104382,volatility (positive vehicular jerk : longitudinal direction)
0.038883217,0.94476789,volatility (positive vehicular jerk : longitudinal direction)
0.082896024,1.064106,volatility (positive vehicular jerk : longitudinal direction)
0.14562504,1.158267,volatility (positive vehicular jerk : longitudinal direction)
0.026901798,0.88824463,volatility (positive vehicular jerk : longitudinal direction)
0.11345029,1.115716,volatility (positive vehicular jerk : longitudinal direction)
0.015338002,0.80308342,volatility (positive vehicular jerk : longitudinal direction)
0.029616321,0.90293008,volatility (positive vehicular jerk : longitudinal direction)
0.060775783,1.01449,volatility (positive vehicular jerk : longitudinal direction)
0.082886316,1.064087,volatility (positive vehicular jerk : longitudinal direction)
0.095948003,1.08794,volatility (positive vehicular jerk : longitudinal direction)
1,5.442204,volatility (positive vehicular jerk : longitudinal direction)
0.98129851,2.008822,volatility (positive vehicular jerk : longitudinal direction)
0.99752569,2.311517,volatility (positive vehicular jerk : longitudinal direction)
0.49171987,1.416006,volatility (positive vehicular jerk : longitudinal direction)
1,4.0829439,volatility (positive vehicular jerk : longitudinal direction)
0.98726737,2.0667911,volatility (positive vehicular jerk : longitudinal direction)
0.80355626,1.630039,volatility (positive vehicular jerk : longitudinal direction)
0.99953347,2.559489,volatility (positive vehicular jerk : longitudinal direction)
0.99999356,3.195442,volatility (positive vehicular jerk : longitudinal direction)
0.99998909,3.116801,volatility (positive vehicular jerk : longitudinal direction)
0.48608786,1.41266,volatility (positive vehicular jerk : longitudinal direction)
0.48136064,1.40985,volatility (positive vehicular jerk : longitudinal direction)
0.23428123,1.245116,volatility (positive vehicular jerk : longitudinal direction)
1,4.8339381,volatility (positive vehicular jerk : longitudinal direction)
0.63460416,1.50287,volatility (positive vehicular jerk : longitudinal direction)
0.68862945,1.5387501,volatility (positive vehicular jerk : longitudinal direction)
0.98771167,2.0721309,volatility (positive vehicular jerk : longitudinal direction)
0.95779252,1.8843859,volatility (positive vehicular jerk : longitudinal direction)
0.55235559,1.452126,volatility (positive vehicular jerk : longitudinal direction)
1,4.9950972,volatility (positive vehicular jerk : longitudinal direction)
0.99999976,3.6942389,volatility (positive vehicular jerk : longitudinal direction)
1,4.2853098,volatility (positive vehicular jerk : longitudinal direction)
0.4881579,1.41389,volatility (positive vehicular jerk : longitudinal direction)
0.99969649,2.623332,volatility (positive vehicular jerk : longitudinal direction)
1,4.0853391,volatility (positive vehicular jerk : longitudinal direction)
0.99999982,3.73033,volatility (positive vehicular jerk : longitudinal direction)
1,6.7946539,volatility (positive vehicular jerk : longitudinal direction)
1,7.319005,volatility (positive vehicular jerk : longitudinal direction)
0.37683859,1.3462549,volatility (positive vehicular jerk : longitudinal direction)
0.88983458,1.731041,volatility (positive vehicular jerk : longitudinal direction)
0.98346096,2.02739,volatility (positive vehicular jerk : longitudinal direction)
0.998712,2.408612,volatility (positive vehicular jerk : longitudinal direction)
1,7.8066511,volatility (positive vehicular jerk : longitudinal direction)
0.99995446,2.9050331,volatility (positive vehicular jerk : longitudinal direction)
0.99506408,2.2086339,volatility (positive vehicular jerk : longitudinal direction)
0.99999183,3.1604781,volatility (positive vehicular jerk : longitudinal direction)
0.99999398,3.2055781,volatility (positive vehicular jerk : longitudinal direction)
0.99999982,3.744411,volatility (positive vehicular jerk : longitudinal direction)
0.99999982,3.7513211,volatility (positive vehicular jerk : longitudinal direction)
0.95415467,1.8715481,volatility (positive vehicular jerk : longitudinal direction)
0.99996716,2.953454,volatility (positive vehicular jerk : longitudinal direction)
0.99998212,3.043489,volatility (positive vehicular jerk : longitudinal direction)
0.98190504,2.013808,volatility (positive vehicular jerk : longitudinal direction)
0.95148873,1.8627419,volatility (positive vehicular jerk : longitudinal direction)
0.99999964,3.63627,volatility (positive vehicular jerk : longitudinal direction)
0.64935327,1.5123971,volatility (positive vehicular jerk : longitudinal direction)
1,4.2750511,volatility (positive vehicular jerk : longitudinal direction)
0.7765125,1.60581,volatility (positive vehicular jerk : longitudinal direction)
0.97200304,1.947511,volatility (positive vehicular jerk : longitudinal direction)
1,5.3801599,volatility (positive vehicular jerk : longitudinal direction)
0.99999708,3.3123879,volatility (positive vehicular jerk : longitudinal direction)
0.99469465,2.1978631,volatility (positive vehicular jerk : longitudinal direction)
0.55053091,1.451031,volatility (positive vehicular jerk : longitudinal direction)
0.99999988,3.7763851,volatility (positive vehicular jerk : longitudinal direction)
0.99999928,3.5234389,volatility (positive vehicular jerk : longitudinal direction)
0.99977523,2.667942,volatility (positive vehicular jerk : longitudinal direction)
0.99999052,3.1383209,volatility (positive vehicular jerk : longitudinal direction)
0.99999934,3.5364659,volatility (positive vehicular jerk : longitudinal direction)
0.99800879,2.343832,volatility (positive vehicular jerk : longitudinal direction)
1,4.0707068,volatility (positive vehicular jerk : longitudinal direction)
0.98251218,2.018966,volatility (positive vehicular jerk : longitudinal direction)
0.99997878,3.0184519,volatility (positive vehicular jerk : longitudinal direction)
0.94017076,1.829836,volatility (positive vehicular jerk : longitudinal direction)
0.99981672,2.698199,volatility (positive vehicular jerk : longitudinal direction)
0.99999982,3.704648,volatility (positive vehicular jerk : longitudinal direction)
0.99999964,3.633765,volatility (positive vehicular jerk : longitudinal direction)
0.99999809,3.3767929,volatility (positive vehicular jerk : longitudinal direction)
0.99947023,2.540601,volatility (positive vehicular jerk : longitudinal direction)
0.99226201,2.1414721,volatility (positive vehicular jerk : longitudinal direction)
0.99999958,3.605046,volatility (positive vehicular jerk : longitudinal direction)
1,5.4980721,volatility (positive vehicular jerk : longitudinal direction)
0.95413345,1.8714761,volatility (positive vehicular jerk : longitudinal direction)
0.99985051,2.7284589,volatility (positive vehicular jerk : longitudinal direction)
0.24557281,1.2543091,volatility (positive vehicular jerk : longitudinal direction)
0.97363663,1.9566849,volatility (positive vehicular jerk : longitudinal direction)
0.99744761,2.3068919,volatility (positive vehicular jerk : longitudinal direction)
0.9999997,3.6496401,volatility (positive vehicular jerk : longitudinal direction)
0.91464227,1.772997,volatility (positive vehicular jerk : longitudinal direction)
1,6.5878329,volatility (positive vehicular jerk : longitudinal direction)
0.11353844,1.115846,volatility (positive vehicular jerk : longitudinal direction)
0.99999976,3.669889,volatility (positive vehicular jerk : longitudinal direction)
0.99997997,3.0271101,volatility (positive vehicular jerk : longitudinal direction)
0.99969918,2.624661,volatility (positive vehicular jerk : longitudinal direction)
0.02961129,0.90290409,volatility (positive vehicular jerk : longitudinal direction)
0.036941528,0.93686378,volatility (positive vehicular jerk : longitudinal direction)
0.030387536,0.90686429,volatility (positive vehicular jerk : longitudinal direction)
0.046176299,0.97141761,volatility (positive vehicular jerk : longitudinal direction)
0.029875103,0.90426117,volatility (positive vehicular jerk : longitudinal direction)
0.12378159,1.130394,volatility (positive vehicular jerk : longitudinal direction)
0.05956142,1.011302,volatility (positive vehicular jerk : longitudinal direction)
0.0137938,0.78709823,volatility (positive vehicular jerk : longitudinal direction)
0.038546737,0.94342571,volatility (positive vehicular jerk : longitudinal direction)
0.012374992,0.77077192,volatility (positive vehicular jerk : longitudinal direction)
0.033293374,0.92086709,volatility (positive vehicular jerk : longitudinal direction)
0.043736555,0.96298021,volatility (positive vehicular jerk : longitudinal direction)
0.088173591,1.0741251,volatility (positive vehicular jerk : longitudinal direction)
0.046269335,0.97173089,volatility (positive vehicular jerk : longitudinal direction)
0.050150171,0.98429263,volatility (positive vehicular jerk : longitudinal direction)
0.019548755,0.83973008,volatility (positive vehicular jerk : longitudinal direction)
0.088204451,1.074182,volatility (positive vehicular jerk : longitudinal direction)
0.01680314,0.8168478,volatility (positive vehicular jerk : longitudinal direction)
0.052061535,0.99014431,volatility (positive vehicular jerk : longitudinal direction)
0.42142212,1.3738739,volatility (positive vehicular jerk : longitudinal direction)
0.9999997,3.6395841,volatility (positive vehicular jerk : longitudinal direction)
0.40476212,1.363672,volatility (positive vehicular jerk : longitudinal direction)
0.37506387,1.345132,volatility (positive vehicular jerk : longitudinal direction)
0.072012991,1.0414619,volatility (positive vehicular jerk : longitudinal direction)
0.33886611,1.321707,volatility (positive vehicular jerk : longitudinal direction)
0.044065271,0.9641428,volatility (positive vehicular jerk : longitudinal direction)
0.76262647,1.594183,volatility (positive vehicular jerk : longitudinal direction)
0.20762487,1.222105,volatility (positive vehicular jerk : longitudinal direction)
0.46782106,1.4017889,volatility (positive vehicular jerk : longitudinal direction)
0.99496925,2.2057941,volatility (positive vehicular jerk : longitudinal direction)
0.6187405,1.492803,volatility (positive vehicular jerk : longitudinal direction)
0.13295633,1.142571,volatility (positive vehicular jerk : longitudinal direction)
0.99995643,2.9115219,volatility (positive vehicular jerk : longitudinal direction)
0.99160939,2.129354,volatility (positive vehicular jerk : longitudinal direction)
0.97249055,1.950193,volatility (positive vehicular jerk : longitudinal direction)
0.047178596,0.97476143,volatility (positive vehicular jerk : longitudinal direction)
0.9144448,1.772622,volatility (positive vehicular jerk : longitudinal direction)
0.96785349,1.9263591,volatility (positive vehicular jerk : longitudinal direction)
0.23263808,1.243753,volatility (positive vehicular jerk : longitudinal direction)
0.074008413,1.045839,volatility (positive vehicular jerk : longitudinal direction)
0.89618909,1.740917,volatility (positive vehicular jerk : longitudinal direction)
0.99999994,3.884033,volatility (positive vehicular jerk : longitudinal direction)
0.98810232,2.0769849,volatility (positive vehicular jerk : longitudinal direction)
0.96796417,1.926888,volatility (positive vehicular jerk : longitudinal direction)
0.06553822,1.026444,volatility (positive vehicular jerk : longitudinal direction)
0.13874674,1.149894,volatility (positive vehicular jerk : longitudinal direction)
0.059063062,1.009976,volatility (positive vehicular jerk : longitudinal direction)
0.99989504,2.781004,volatility (positive vehicular jerk : longitudinal direction)
0.13083534,1.1398211,volatility (positive vehicular jerk : longitudinal direction)
0.92528903,1.794492,volatility (positive vehicular jerk : longitudinal direction)
0.99951869,2.554858,volatility (positive vehicular jerk : longitudinal direction)
0.99986809,2.747036,volatility (positive vehicular jerk : longitudinal direction)
0.56869912,1.4619761,volatility (positive vehicular jerk : longitudinal direction)
0.9997893,2.677515,volatility (positive vehicular jerk : longitudinal direction)
0.070836663,1.038829,volatility (positive vehicular jerk : longitudinal direction)
0.99169666,2.130919,volatility (positive vehicular jerk : longitudinal direction)
0.33514097,1.319232,volatility (positive vehicular jerk : longitudinal direction)
0.25304329,1.260235,volatility (positive vehicular jerk : longitudinal direction)
0.99749094,2.3094411,volatility (positive vehicular jerk : longitudinal direction)
0.24561773,1.2543451,volatility (positive vehicular jerk : longitudinal direction)
0.99979162,2.679158,volatility (positive vehicular jerk : longitudinal direction)
0.99941504,2.5258911,volatility (positive vehicular jerk : longitudinal direction)
0.96481043,1.912465,volatility (positive vehicular jerk : longitudinal direction)
0.97988862,1.9978189,volatility (positive vehicular jerk : longitudinal direction)
0.9992978,2.498754,volatility (positive vehicular jerk : longitudinal direction)
0.99649179,2.259532,volatility (positive vehicular jerk : longitudinal direction)
0.92266303,1.788942,volatility (positive vehicular jerk : longitudinal direction)
0.99851066,2.3870211,volatility (positive vehicular jerk : longitudinal direction)
0.99401218,2.1797979,volatility (positive vehicular jerk : longitudinal direction)
0.040739197,0.95197672,volatility (positive vehicular jerk : longitudinal direction)
0.71483451,1.557345,volatility (positive vehicular jerk : longitudinal direction)
0.99345106,2.1664169,volatility (positive vehicular jerk : longitudinal direction)
0.14365405,1.155902,volatility (positive vehicular jerk : longitudinal direction)
0.99989557,2.781733,volatility (positive vehicular jerk : longitudinal direction)
0.9990893,2.4601281,volatility (positive vehicular jerk : longitudinal direction)
0.72550374,1.565205,volatility (positive vehicular jerk : longitudinal direction)
0.11591788,1.119324,volatility (positive vehicular jerk : longitudinal direction)
0.19704491,1.2123719,volatility (positive vehicular jerk : longitudinal direction)
0.3607626,1.336002,volatility (positive vehicular jerk : longitudinal direction)
0.93567961,1.81838,volatility (positive vehicular jerk : longitudinal direction)
0.99995995,2.9241011,volatility (positive vehicular jerk : longitudinal direction)
0.99408787,2.1816981,volatility (positive vehicular jerk : longitudinal direction)
0.27865663,1.2797281,volatility (positive vehicular jerk : longitudinal direction)
0.090329789,1.078063,volatility (positive vehicular jerk : longitudinal direction)
0.96350914,1.9068739,volatility (positive vehicular jerk : longitudinal direction)
0.29855117,1.294117,volatility (positive vehicular jerk : longitudinal direction)
0.95466202,1.873279,volatility (positive vehicular jerk : longitudinal direction)
0.97931254,1.993539,volatility (positive vehicular jerk : longitudinal direction)
0.99968576,2.6181819,volatility (positive vehicular jerk : longitudinal direction)
0.99999988,3.771589,volatility (positive vehicular jerk : longitudinal direction)
0.99266827,2.149539,volatility (positive vehicular jerk : longitudinal direction)
1,6.641427,volatility (positive vehicular jerk : longitudinal direction)
1,6.7298522,volatility (positive vehicular jerk : longitudinal direction)
0.99999982,3.7249341,volatility (positive vehicular jerk : longitudinal direction)
0.98331302,2.026046,volatility (positive vehicular jerk : longitudinal direction)
0.99690807,2.2783451,volatility (positive vehicular jerk : longitudinal direction)
0.75608301,1.5888669,volatility (positive vehicular jerk : longitudinal direction)
0.99871558,2.409024,volatility (positive vehicular jerk : longitudinal direction)
0.94434541,1.841231,volatility (positive vehicular jerk : longitudinal direction)
0.17258531,1.188242,volatility (positive vehicular jerk : longitudinal direction)
0.5211308,1.433478,volatility (positive vehicular jerk : longitudinal direction)
0.96133536,1.897949,volatility (positive vehicular jerk : longitudinal direction)
0.23108929,1.242462,volatility (positive vehicular jerk : longitudinal direction)
0.99459279,2.195025,volatility (positive vehicular jerk : longitudinal direction)
0.67026871,1.526233,volatility (positive vehicular jerk : longitudinal direction)
0.13316697,1.1428421,volatility (positive vehicular jerk : longitudinal direction)
0.99977505,2.6678209,volatility (positive vehicular jerk : longitudinal direction)
0.87418163,1.708684,volatility (positive vehicular jerk : longitudinal direction)
0.79958022,1.626328,volatility (positive vehicular jerk : longitudinal direction)
0.10722212,1.106295,volatility (positive vehicular jerk : longitudinal direction)
0.60146385,1.48202,volatility (positive vehicular jerk : longitudinal direction)
0.67906868,1.532185,volatility (positive vehicular jerk : longitudinal direction)
0.6819334,1.5341409,volatility (positive vehicular jerk : longitudinal direction)
0.99424314,2.1856711,volatility (positive vehicular jerk : longitudinal direction)
0.16106959,1.175939,volatility (positive vehicular jerk : longitudinal direction)
0.70248574,1.548465,volatility (positive vehicular jerk : longitudinal direction)
0.95232111,1.865441,volatility (positive vehicular jerk : longitudinal direction)
0.98741639,2.0685611,volatility (positive vehicular jerk : longitudinal direction)
0.98531306,2.0453,volatility (positive vehicular jerk : longitudinal direction)
0.97280294,1.951936,volatility (positive vehicular jerk : longitudinal direction)
0.79842919,1.625264,volatility (positive vehicular jerk : longitudinal direction)
0.81122577,1.637361,volatility (positive vehicular jerk : longitudinal direction)
0.61310726,1.4892679,volatility (positive vehicular jerk : longitudinal direction)
0.99724388,2.2954609,volatility (positive vehicular jerk : longitudinal direction)
0.96203583,1.900771,volatility (positive vehicular jerk : longitudinal direction)
0.99750012,2.3099849,volatility (positive vehicular jerk : longitudinal direction)
0.89186376,1.734139,volatility (positive vehicular jerk : longitudinal direction)
0.99981183,2.6942921,volatility (positive vehicular jerk : longitudinal direction)
0.99638671,2.2551351,volatility (positive vehicular jerk : longitudinal direction)
0.2008885,1.215952,volatility (positive vehicular jerk : longitudinal direction)
0.43493757,1.382069,volatility (positive vehicular jerk : longitudinal direction)
0.99579412,2.232502,volatility (positive vehicular jerk : longitudinal direction)
0.028448157,0.89677757,volatility (positive vehicular jerk : longitudinal direction)
0.99979758,2.6834741,volatility (positive vehicular jerk : longitudinal direction)
0.9902755,2.1072531,volatility (positive vehicular jerk : longitudinal direction)
0.90553039,1.756454,volatility (positive vehicular jerk : longitudinal direction)
0.62840933,1.4989181,volatility (positive vehicular jerk : longitudinal direction)
0.99995899,2.9204521,volatility (positive vehicular jerk : longitudinal direction)
1,6.5306201,volatility (positive vehicular jerk : longitudinal direction)
0.88803697,1.728338,volatility (positive vehicular jerk : longitudinal direction)
0.97834218,1.986587,volatility (positive vehicular jerk : longitudinal direction)
0.29879525,1.2942899,volatility (positive vehicular jerk : longitudinal direction)
0.71132958,1.5548019,volatility (positive vehicular jerk : longitudinal direction)
1,5.0774732,volatility (positive vehicular jerk : longitudinal direction)
0.99322712,2.161392,volatility (positive vehicular jerk : longitudinal direction)
0.99988443,2.766712,volatility (positive vehicular jerk : longitudinal direction)
0.99996966,2.9651861,volatility (positive vehicular jerk : longitudinal direction)
0.99969715,2.6236551,volatility (positive vehicular jerk : longitudinal direction)
0.020266311,0.84519011,volatility (positive vehicular jerk : longitudinal direction)
0.020613726,0.84776598,volatility (positive vehicular jerk : longitudinal direction)
0.049242586,0.98143971,volatility (positive vehicular jerk : longitudinal direction)
0.046677139,0.97309703,volatility (positive vehicular jerk : longitudinal direction)
0.027472265,0.89144671,volatility (positive vehicular jerk : longitudinal direction)
0.10381635,1.100938,volatility (positive vehicular jerk : longitudinal direction)
0.008138331,0.70792258,volatility (positive vehicular jerk : longitudinal direction)
0.040308479,0.95033222,volatility (positive vehicular jerk : longitudinal direction)
0.055432174,0.99998587,volatility (positive vehicular jerk : longitudinal direction)
0.082697034,1.063717,volatility (positive vehicular jerk : longitudinal direction)
0.67236894,1.5276459,volatility (positive vehicular jerk : longitudinal direction)
0.14385639,1.156146,volatility (positive vehicular jerk : longitudinal direction)
0.021426778,0.85363191,volatility (positive vehicular jerk : longitudinal direction)
0.094673678,1.085746,volatility (positive vehicular jerk : longitudinal direction)
0.036706481,0.93588001,volatility (positive vehicular jerk : longitudinal direction)
0.028176351,0.89531088,volatility (positive vehicular jerk : longitudinal direction)
0.023857091,0.86995041,volatility (positive vehicular jerk : longitudinal direction)
0.16118801,1.176069,volatility (positive vehicular jerk : longitudinal direction)
0.15731174,1.171771,volatility (positive vehicular jerk : longitudinal direction)
0.22821957,1.240054,volatility (positive vehicular jerk : longitudinal direction)
0.062923819,1.019986,volatility (positive vehicular jerk : longitudinal direction)
0.03733813,0.93851018,volatility (positive vehicular jerk : longitudinal direction)
0.10869338,1.1085629,volatility (positive vehicular jerk : longitudinal direction)
0.023545858,0.86795372,volatility (positive vehicular jerk : longitudinal direction)
0.032843728,0.91877949,volatility (positive vehicular jerk : longitudinal direction)
0.11504129,1.11805,volatility (positive vehicular jerk : longitudinal direction)
0.020956844,0.8502686,volatility (positive vehicular jerk : longitudinal direction)
0.087162837,1.0722491,volatility (positive vehicular jerk : longitudinal direction)
0.013330188,0.78195328,volatility (positive vehicular jerk : longitudinal direction)
0.082931377,1.064175,volatility (positive vehicular jerk : longitudinal direction)
0.16939422,1.1849,volatility (positive vehicular jerk : longitudinal direction)
0.034368455,0.92575008,volatility (positive vehicular jerk : longitudinal direction)
0.071649238,1.040652,volatility (positive vehicular jerk : longitudinal direction)
0.056168661,1.002061,volatility (positive vehicular jerk : longitudinal direction)
0.023702996,0.86896503,volatility (positive vehicular jerk : longitudinal direction)
0.029890014,0.90433753,volatility (positive vehicular jerk : longitudinal direction)
0.042172275,0.95733088,volatility (positive vehicular jerk : longitudinal direction)
0.046284948,0.9717834,volatility (positive vehicular jerk : longitudinal direction)
0.030554907,0.90770531,volatility (positive vehicular jerk : longitudinal direction)
0.024074204,0.87132829,volatility (positive vehicular jerk : longitudinal direction)
0.035025083,0.92866051,volatility (positive vehicular jerk : longitudinal direction)
0.037272047,0.93823701,volatility (positive vehicular jerk : longitudinal direction)
0.028313212,0.89605111,volatility (positive vehicular jerk : longitudinal direction)
0.041137151,0.95348138,volatility (positive vehicular jerk : longitudinal direction)
0.041653402,0.95541269,volatility (positive vehicular jerk : longitudinal direction)
0.01818241,0.82876718,volatility (positive vehicular jerk : longitudinal direction)
0.029521201,0.90243798,volatility (positive vehicular jerk : longitudinal direction)
0.01518781,0.80159998,volatility (positive vehicular jerk : longitudinal direction)
0.031577896,0.91275078,volatility (positive vehicular jerk : longitudinal direction)
0.021966759,0.85740858,volatility (positive vehicular jerk : longitudinal direction)
0.028523762,0.89718312,volatility (positive vehicular jerk : longitudinal direction)
0.012317518,0.77007222,volatility (positive vehicular jerk : longitudinal direction)
0.014873909,0.79845238,volatility (positive vehicular jerk : longitudinal direction)
0.030246023,0.90614969,volatility (positive vehicular jerk : longitudinal direction)
0.036123179,0.93341219,volatility (positive vehicular jerk : longitudinal direction)
